Year,Gross
(2023 TV Short),211
(2019),4835
(2013),9886
(2015),2652
(2018),3562
(2020),950
(2023– ),90
(1990–2003),1967
(1987–1991),1652
(2012–2013),3888
(1989),5438
(2020– ),1126
(1998–1999),318
(2021),719
(2015– ),2175
(2019),3775
(2020),595
(1985),3169
(2000–2001),1452
(2017),1358
(2005–2006),4741
(1971–1972),2324
(2006–2019),652
(2018),2604
(2021),198
(2017),2318
(2021– ),882
(2014– ),971
(2023),66
(2014),689
(2016),628
(2010),1530
(2002–2003),1595
(2021– ),190
(2019),2875
(2016),1227
(2013– ),3451
(1974–1975),660
(2005– ),3578
(2020),1206
(2011),7939
(1982–2002),2237
(2004),4342
(1998),4110
(I) (2023– ),533
(2005–2006),1908
(2008–2011),1880
(2022),1328
(2012– ),2536
(1990–1991),2160
(2020),866
(2020– ),875
(2023– ),70
(2011),5287
(2013– ),857
(2011),1535
(2012),4659
(2011),5592
(1997),3398
(2020),2107
(1997–1998),1783
(2020),1683
(2022),484
(1997 Video),6504
(2020),11271
(2023– ),0
(2005),5005
(2013),3169
(2014),3983
(2015),2957
(1999–2003),2259
(1995–2009),2339
(2015–2017),1873
(1997–1999),686
(2013),2281
(2013– ),849
(2013),1773
(2022– ),806
(2015–2018),641
(2007),2766
(2018),1529
(2021– ),1070
(2022– ),641
(2023),600
(2018),2197
(2015–2016),2191
(2023),465
(2014),3122
(2023– ),54
(1994),1246
(2009– ),498
(2009–2020),1771
(1994),5779
(1994),3914
(2015),6129
(2015),2095
(2023– ),383
(2021– ),65
(1974),5764
(2022),1105
(2018),5255
(1995),1541
,0
(1989),7598
(2015– ),1310
(2021),693
(2011),5754
(2011– ),1176
(2022),1108
(2020–2021),716
(1999),385
(2020),555
(1999–2004),2423
(2018– ),2692
(1995),9329
(2023),0
(2004),4256
(2022),362
(2020– ),1182
(2022),490
(2016),1106
(2019),2332
(2018),1000
(2016– ),738
(2016–2019),482
(2015),1641
(2022),376
(1995),2412
(1987),1225
(2022– ),922
(2018),262
(1975–1977),2334
(2004),8897
(2007),2862
(2012),7843
(1986–1990),496
(1986),1342
(2020),2402
(1988 Video),2926
(2022),1092
(2010–2011),646
(2010),1993
(2018–2022),610
(II) (2021),1180
(2019–2020),907
(2002–2003),4602
(2003),3100
(2002–2003),2547
(2020– ),131
(1979),1967
(2023),511
(2012 Video),1751
(1984–1986),1442
(2016),2482
(2009),4143
(2007),1988
(2012),870
(2018 TV Movie),395
(2018),1036
(1986),7125
(1963–1965),1003
(2017– ),2588
(1987),5578
(2011),2428
(1986–1988),5813
(2003–2004),3811
(2021),1551
(2010 Video),5784
(2011– ),1469
(2020),2307
(2022– ),1102
(2020–2021),1065
(2019– ),1322
(2019–2020),1661
(2012 TV Movie),1185
(2023– ),58
(2023– ),8
(1988–1994),1050
(2019– ),988
(2011),1431
(1983–1985),1046
(2019),2538
(2013),2330
(2012–2013),467
(2019),1076
(2022),582
(2023),281
(2007),1446
(2012–2017),1050
(2023– ),294
(2022– ),590
(2006– ),1573
(1992–1998),1033
(2019–2021),1683
(2019),3070
(2018),1191
(2014),8857
(2019– ),944
(1990),8205
(2001),3173
(2020– ),1102
(2004),2165
(1994),342
(2014),4601
(2006–2011),5961
(2012),3223
(2002),2028
(2002),3966
(2017),981
(1969– ),81
(2023),1063
(1987 Video),1112
(2008–2009),1120
(2012–2013),4907
(1995),1470
(2012),2754
(2022– ),227
(1994–1995),614
(2002),3258
(2014–2015),903
(2023– ),344
(2012 TV Movie),1054
(2012),1332
(2022– ),927
(1972–1973),359
(2023– ),513
(2018– ),1670
(2018– ),1095
(2020),3648
(2006),4666
(2014–2015),560
(2022– ),959
(1989–1992),1699
(2012 Video),1159
(1998),63
(2015– ),371
(2022– ),752
(2021– ),1032
(2019–2024),993
(I) (2023),373
(2017),3054
(2007–2010),520
(2010),2588
(2011),1317
(2004),4270
,0
(1985),2245
(2021– ),422
(2021),393
(1990),959
(2015– ),1021
(2018– ),2642
(2015),4319
(2003–2005),961
(1982),2200
(1987),4046
(2018–2020),659
(2019– ),694
(2014),3883
(2010),3016
(2012),34723
(1991),3007
(2021),761
(2002–2003),2135
(2021),3299
(1983–1985),996
(2010– ),761
(2011–2012),980
(2019),653
(2022– ),337
(1989–1992),961
(2021),1022
(2014 TV Movie),1585
(2021– ),1172
(2020),264
(2023),540
(2018),496
(2002),1970
(2020),333
(2014),3409
(2013 TV Movie),2021
(2017),2048
(1994–1995),75
(1993),6628
(2004–2005),2584
(2020),3160
(2021),1492
(2023– ),334
(1999),601
(2006),359
(2008),702
(2017),481
,0
(1990–1992),413
(2018),2282
(1995–1997),521
(1998),1989
(2018),8217
(1968– ),259
(2007),1826
(2018),564
(2023– ),62
(2020),683
(2005–2006),3244
(2022– ),0
(2013–2016),1305
(2008),1885
(2011 Video),2375
(1991 Video),15
(2017),1121
(1987 Video),2797
(2010),575
(1986),502
(2010),855
(2018),2044
(2002),3686
(2022),1581
(2014– ),196
(2009),3929
(2021– ),1114
(2015),562
(2019– ),655
(2013),1317
(2023– ),42
(2017– ),1107
(1995–2002),1036
,0
(2019– ),1141
(2004–2005),2647
(2006),762
(2013–2014),1348
(2013–2014),1335
(2010–2011),449
(1995–1996),80
(2021– ),733
(2023),559
(1999–2000),1281
(2013 TV Movie),1031
(2002),9414
(2007),3057
(2010),5741
(2022– ),773
(2000 Video),3898
(2017–2018),1141
(2008–2015),331
(2023),0
(1990),6966
(2007),9784
(2007 TV Movie),1485
,0
(1986),1398
(2017–2019),288
(2017),4355
(2014),1227
(2004),1298
(1980–1981),684
(1983),568
(2010),4126
(2023– ),0
(2013),12683
(2019),1627
(2017),1249
(2017),291
(2015),4035
(2022),496
(2018),5810
(2012),2286
(2011–2012),799
(1988–1995),879
(2019– ),425
(2007–2009),134
(2014–2015),2844
(2011–2012),2228
(2021– ),739
(2018–2019),442
(2019– ),333
(2019),371
(2018– ),766
(2006 TV Movie),7364
(2015–2016),2005
(2020– ),1044
(2011–2014),1068
(2012–2023),2283
(2016),968
(2018– ),595
(2017),324
(1977–1978),259
(1991),824
(2017),846
(1983),3261
(2018),2849
(2005),1912
(2009–2010),4235
(1984–1985),1551
(2003 TV Movie),1717
(2022),639
(2013 TV Movie),401
(2014),2098
(2006–2008),1360
(2012–2013),819
(2020),1098
(2022– ),385
(1990–1991),701
(2016),1550
(2023),0
(2021),429
(1999 Video),973
(2017),2650
(2012),2945
(I) (2020),2177
(2009–2016),1390
(2019– ),1153
(2022– ),0
(2009–2014),595
(2019),312
(2012),2557
(1988 Video),367
(2005–2006),829
(2021),299
(1997),121
(2023– ),254
(1997 TV Movie),2630
(2011),2192
(2001–2002),1804
(2004 Video),340
(2000),830
(2017),930
(2018),919
(2023– ),25
(2014– ),2378
(2016),905
(2008),349
(2006),304
(2017– ),1018
(2022– ),912
(1978),1593
(2021),1690
(2009– ),339
(2020),4546
(2017–2020),132
(1999–2004),765
(1981),935
(2022),463
(2019– ),2084
(2003– ),1115
(2000),3744
(1975–1980),4441
(2020),1392
(1978–1979),1273
(1980–1982),336
(1987),194
(2019– ),673
(2016),1399
(2022– ),724
(2016),2418
(2018),4538
(1989–2020),1507
(2019– ),982
(2010),1599
(2021– ),505
(1995 Video),1212
(2020),975
(2004–2006),2564
(2010–2014),805
(2000 TV Movie),873
(2014),1611
(2019– ),950
(2018),758
(1999–2001),1490
(2001–2002),4314
(2012),1144
(2005–2006),664
(2015–2016),632
(2005–2006),838
(2013),3922
(2006),1639
(2022– ),485
(2022– ),462
(2009),1235
(2016– ),841
(2007–2009),851
(2021),87
(2023),471
(1981),2082
(2022– ),623
(2021 TV Movie),1437
(2007–2008),240
(1988–1989),1725
(2023),204
(2018),2988
(2015),1853
(2013),1585
(2007),3338
(2019),1483
(2012– ),946
(2022– ),18
(2018),1037
(2022),907
(2001),5749
(2022),36
(2005),2829
(2017),868
(2013),242
(2009–2011),2156
(2021),1259
(1973),1446
(2021),983
(2005–2006),85
(1987– ),871
(2018– ),1076
(2021),316
(2018),417
(2019 TV Short),689
(2007– ),314
(2010),241
(2008 Video),155
(2014–2018),769
(1989 Video),763
(1985),1510
(2016),3043
(2000–2001),2321
(2017– ),357
(2017),505
(2016–2023),1225
(2014–2016),1244
(2023– ),385
(2012),1404
(1994–1995),983
(2011–2012),344
(2017),1049
(2019– ),739
(1994),1245
(2023),70
(2016–2017),1206
(2018),2195
(1980–1981),3042
(2021),1141
(2023– ),0
(1993),4430
(2013),1041
(2016–2017),967
(2010),418
(2010 Video),675
(2007),174
(1985 Video),664
(2015– ),351
(2004),18392
(2014 Video),4537
(1987 Video),141
(2016–2017),937
(2021),1000
(1987),2588
(2016),570
(1985–1986),1592
(2009),818
(1992– ),333
(2016),1444
(2021–2022),176
(2020– ),392
(1992),7541
(1969),964
(2014),755
(2001–2002),1393
(1978–1980),745
(1976 TV Movie),3433
(2002–2003),1293
(1998 Video),1981
(2016),1371
(1978),908
(1989),1898
(1994),2154
(2007),2628
(2013),843
(1993),2748
(1999–2000),1869
(2002–2008),3331
(1993),519
(2001–2002),2215
(1995),302
(2021– ),202
(2016),558
(1994),532
(2008),5032
(2021– ),179
(2022),564
(2004–2005),1404
(2009–2010),332
(2020– ),587
(II) (2020),502
(2003),4430
(2002),6601
(2008),2550
(2010–2014),100
(1989–1991),2536
(2008),1718
(2005),469
(2021),803
(2010–2014),1513
(1990–1991),600
(2001),2750
(2023– ),321
(2018),178
(2010–2013),1135
(1998 Video),429
(1995),1266
(2013),3017
(2019),1845
(2019),1502
(2014–2015),55
(2021– ),557
(2019),863
(1983),3410
(2023),0
(2015–2016),997
(2004–2006),1325
(2005–2010),1141
(2015– ),207
(2008),1500
(2020–2022),139
(2015),1341
(2018),1506
(2010– ),690
(1978–1979),1468
(1999),251
(1999–2000),1601
(2015),1086
(2010),363
(2021– ),712
(2022– ),30
(2007),69
(1994–1995),1098
(2004–2005),1480
(2019),1325
(2006),2042
(2004–2010),2119
(2015),608
(2004),874
(1997–1998),381
(2016),675
(2018),2596
(2012),1277
(2002–2005),964
(2011–2012),3689
(2019– ),510
(2016–2021),272
(1997),691
(2015 Video),1447
(1979–1980),2191
(1984–1987),2920
(2023),42
(1999),4450
(2023– ),0
(1998– ),2462
(2020),576
(2017),1056
(2018),799
(2014),8728
(2013–2016),791
(2015),2004
(1997–1998),415
(2010–2013),2608
(2020),290
(2007–2008),249
(1992),8170
(2021– ),68
(1990–1991),1033
(2017),2574
(2016),1651
(2006–2010),1638
(2001–2003),2300
(2010–2011),368
(2020– ),930
(2013),4259
(2018– ),597
(2012),3060
(2022),499
(2021– ),522
(2010),47
(2009),500
(2019– ),839
(1960),489
(2008–2009),1784
(2008– ),520
(2021–2022),88
(2013–2014),167
(2015),790
(1981–1982),2730
(2020– ),584
(2007),2642
(2023– ),25
(2010 Video),349
(2003),3771
(2013– ),1152
(2018 Video Game),863
(2022),930
(2013–2015),611
(1985),1334
(1994–1997),696
(2017– ),764
(2006),2841
(2016–2021),50
(2017),196
(2021– ),1110
(2015),519
(2010),910
(1999–2001),1413
(2009–2010),217
(1979),2247
(2016– ),1121
(1988–1996),566
(2003 Video),451
(2017),1651
(2011),1193
(2016),1486
(1989– ),1403
(2013 Video),4312
(2014),1051
(1999),1710
(2022– ),320
(2021– ),539
(2019),539
(2008),840
(1983),766
(2017),101
(2007),365
(2012),530
(2012 Video),160
(2023– ),0
(2012),1706
(2022– ),113
(2019– ),817
(2015),634
(1997),133
(1996– ),306
(1994–1995),1104
(2022),280
(1998),2803
(1987),354
(2020– ),717
(2022),811
(2022),520
(1992 Video),296
(2010),1395
(2023 Video),414
(2013– ),437
(2018),320
(2012),859
(2004–2011),732
(2013),2926
(1995 Video),216
(2023– ),45
(2014),2670
(1965–1967),1067
(2015),2213
(2017),1303
(2011),112
(2006),4500
(2018),1974
(1996),498
(2021– ),527
(2011),1669
(1995 Video),259
(2014),1683
(2008),2004
(2003),673
(2012),1604
(2005– ),877
(2000),583
(2003–2004),517
,0
(1998 TV Movie),2535
(2021– ),443
(2019),538
(2019– ),734
(2005–2008),702
(2013),2607
(2020– ),268
(2015– ),212
(2018),737
(1996–1998),513
(2000 Video),733
(2023– ),32
(2023– ),112
(2019– ),261
(2021– ),1077
(2017),1640
(2011),443
(1974),155
(2014),539
(2010),656
(2009 Video),108
(2005– ),402
(2020– ),424
(2022–2023),374
(2001),1650
(2023),0
(2021),873
(2003),1634
(2011),1222
(2015),404
(2010– ),724
(1986),451
(2005–2006),1337
(1990),1669
(2021– ),472
(1992– ),1301
(2018),5238
(2012),2433
(1968),2424
(2015–2016),92
(2012 Video),2555
(1990 Video),330
(1990 Video),1419
(1986–1988),1184
(2020),862
(1989 Video),1028
(2009),1537
(2017),1976
(2008),2305
(2019),755
(2016),5117
(2022– ),418
(1984),715
(2016),2121
(2014),996
(1994– ),205
(2002–2003),2820
(2016),307
(2006),4793
(2013– ),774
(2014–2015),335
(1999),1110
(2010–2011),2411
(1991– ),896
(2015 Video),766
(2014– ),544
(1985),163
(1984),725
(2013),206
(1999),441
(1987–1988),782
(2009),347
(2010),4003
(2006–2011),1995
(1972–1974),802
(1996 Video),1887
(2015– ),550
(2002–2004),119
(2018),362
(2013 Video),46
(2022– ),566
,0
(2004),456
(2020 TV Special),275
(2022),314
(2019),1427
(2001 Video),21
(2011–2019),697
(1998–1999),1635
(2017),823
(1986),1326
(2022),1059
,0
(1981),875
(2018– ),207
(2018),988
(2014),2164
(2001–2003),1352
(1994),94
(2016),854
(2002),1231
(1981–1982),934
(2020),475
(2000),1027
(2012),283
(1991–1992),1149
(2007 Video),837
(2011–2016),2081
(2014),1184
(2004–2006),150
(2022– ),626
(2019),752
(2002–2004),479
(2002),458
(2013– ),1763
(2003),604
(2008–2009),503
(2009),427
(2021– ),490
(1985–1988),893
(2006 Video),235
(2018),321
(2018–2019),2246
(2013),2198
(2013),1466
(2018),72
(2016),916
(2022– ),748
(1999–2001),433
(1991– ),339
(2017–2021),647
(1995),279
(2016),1377
(2013),2646
(2003–2004),322
(2011),1199
(2018),1159
(2001),488
(2009),1156
(2021– ),96
(2023),0
(2019),405
(2008–2015),1838
(2007),1612
(2004– ),78
(2007–2010),280
(2004),534
(2015–2016),571
(2003),768
(2020),649
(1983–1985),675
(1995 Video),250
(2003–2004),554
(1981),1113
(2018),1341
(2015 Video),1889
(2014),713
(2009),145
(1996),2565
(2011 Video),136
(2010),285
(2007–2008),390
(2014),525
(2012–2013),256
(2021– ),620
(2002–2004),213
(1995 Music Video),4168
(1992),601
(2021),412
(2007),7804
(2012–2013),1544
(1964),240
(2013–2014),1355
(2018–2022),979
(2015),3407
(2010 Video),107
(2008),2747
(1978–1987),1283
(2020),2346
(2013),429
(2017),1550
(2020– ),211
(2016–2017),424
(2014– ),396
(2006–2007),1121
(2010),1429
(2005),1018
(1988),295
(2020),1760
(2023– ),0
(2023),45
(2016 Video),648
(2013–2014),223
(2021),143
(2020),340
(2016 Video),790
(2018),1833
(2001–2003),438
,0
(2019),957
(1987–1988),5444
(1995–1996),1003
(2024),0
(2010),1483
(2017),813
(2022),465
(2017),679
(2018– ),322
(2009–2011),531
(2009),1783
(2007),489
(2015),748
(2013),1022
(2023),289
(2019– ),413
(2001–2002),512
(1999 Video),1583
(2019),742
(2019),754
(1996–2008),357
(2018),478
(2008),5809
(2017),1398
(2017),3114
(1994 Video),381
(2015),118
(II) (2016),878
(2010),2238
(2022),184
(2008),11416
(I) (2014),23707
(2019),801
(2019– ),828
(1995 Video),33
(1999–2003),669
(2011–2012),472
(1996),2776
(2008),1712
(1981–1983),381
(1982–1984),551
(1993 TV Movie),5806
(2013– ),952
(2001),2740
(2017– ),818
(2000–2001),114
(1997–2000),535
(2022),1565
(2014),644
(I) (2012),1339
(2001–2002),334
(1997),2837
(2001),477
(1998–1999),882
(2008– ),914
(2017),904
(2011–2012),1875
(1983–1984),219
(2023– ),296
(2023– ),0
(2023– ),180
(1996),410
(1998),16
(2016– ),328
(2016),706
(2017),1723
(1975),1070
(1963),97
(2021 TV Special),9
(2016),730
(2001–2002),2014
(1997),262
(2012– ),1103
(2006),2326
(1976–1979),1856
(1991),6276
(2010–2013),1624
(2019),1822
(1978–1981),4256
(2007– ),822
(1988),1915
(2016–2017),177
(1981–1986),572
(2021– ),1101
(1994–1995),59
(2017),1426
(2023),35
(2021),320
(1994),5528
(2011),784
(2011–2012),376
(2020),738
(1981–1982),752
(2023– ),46
(2017– ),509
(2005–2006),1185
(2012),1236
(2007),109
(2007),833
(2005 Video),897
(2016 TV Movie),1019
(2018– ),522
(2011),468
(I) (2000–2001),1261
(2008–2010),452
(2009),1790
(I) (2016–2017),832
(2012),2391
(2008–2009),363
(2019),1386
(2015 TV Movie),412
(2014–2015),1299
(2012),117
(1994),560
(2002 Video),804
(2005–2007),290
(2018– ),249
(2023– ),127
(2003 TV Movie),1160
(2016–2017),930
(1991–1992),267
(2019– ),190
(2021– ),228
(1990 TV Movie),5901
(2009),2736
(1997–2000),211
(2010),834
(1994),805
(2002–2003),1124
(II) (1992 Video),394
(1986–1987),331
(1997),664
(1981–1982),943
(2010),971
(1982),976
(2004),716
(2010– ),242
(2018–2019),594
(2013),392
(2020),226
(2022– ),187
(2007–2008),665
(2018),168
(2009),285
(2017),2360
(1998–2000),209
(2011),2136
(2010–2012),894
(1986),497
(2012),1646
(1998– ),53
(2022– ),224
(2005),791
(2014– ),419
(2021–2023),123
(2012–2013),1408
(2014),1192
(2015),339
(2013–2014),773
(2018),861
(2012),313
(2009),562
(2008–2009),1407
(2014– ),242
(1995),1732
(2008),1879
(2009– ),70
(2017– ),441
(2017– ),329
(2005),348
(2016 Video),2030
(2007),3808
(2012–2013),212
(2006),949
(1996 Video),268
(1987 Video),1268
,0
(2020),289
(2014),1805
(1986–1987),671
(2013),267
(2011– ),52
(2014),68
(1988),374
(2002–2003),2135
(2023– ),128
(2017),954
(2019),107
(1989–1990),692
(2003–2004),2272
(2000–2006),2488
(2014),486
(2013),1883
(1995),895
(2012–2013),221
(2014),527
(2011– ),647
(2015 TV Movie),731
(2020),905
(2019),566
(1995),93
(1990–1992),903
(2010),443
(2016– ),357
(2017),69
(2018),1015
(2010–2011),1436
(2019),312
(2010–2012),359
(2000–2001),1842
(2016– ),274
(2016– ),525
(2017),508
(2018–2019),172
(2011),350
(2014),1528
(2022),512
(2021– ),847
(2015),1207
(2018),979
(2004–2005),262
(2005– ),587
(1994),574
(2018),413
(2000),407
(2014),564
(2022– ),60
(2017– ),278
(1993–2018),200
(2024– ),0
(1974–1975),2302
(2003–2004),1629
(2019),973
(2003– ),284
(1977),513
(1986),500
(2021),34
(2016),521
(1984),197
(2021),351
(2018–2019),272
(2019– ),870
(1991),376
(2010),316
(2014– ),553
(2023),0
(2018– ),132
(2018),1006
(2008 Video),1469
(2012),571
(2021– ),442
(2014),141
(2023– ),110
(1968–1969),195
(2010),1720
(2021),95
(2003–2004),958
(1998),257
(2014– ),145
(2018),379
(2001–2005),889
(2017– ),199
(2009),135
(2022– ),513
(1988),2395
(2014– ),359
(1986),424
(2007),155
(1992),2257
(2013–2014),37
(2013),1534
(2014),428
(1967–1968),633
(1985–1988),233
(1966),142
(2010),2163
(2003–2004),416
(2023– ),24
(2009),780
(2017– ),159
(1983–1986),824
(2020– ),161
(1976),971
(2016),533
(2009),89
(1982),422
(2002– ),706
(2011),177
(1999),2787
(2007–2008),227
(2004–2005),824
(2014– ),151
(1979),75
(2020),225
,0
(2002),284
(1996–1997),366
(2008–2009),1584
(2006),458
(2019– ),455
(2011),928
(1983),1628
(2016 Video),39
(1998–2000),1266
(1992),113
(1993–1994),562
(1994 Video),568
(2019),416
(1986 Video),246
(2023– ),97
(1992–1994),95
(2016),761
(2004),1367
(2021– ),507
(1987),831
(2014–2015),278
(1992–1994),344
(1979),252
(2022– ),287
(2015–2021),433
(2021),381
(I) (2019),261
(2018),30
(2004 Video),664
(2016 TV Movie),553
(1988),783
(2009),747
(2022),1456
(2012–2013),116
(2010–2011),529
(2022– ),59
(2013– ),118
(2006–2010),194
(2003–2004),296
(2019– ),688
(2017 Video),972
(1993 Video),47
(2019– ),553
(2015 TV Movie),507
(2007),522
(2021),119
(1987–1989),412
(2000),813
(2018),81
(2020– ),235
(1989 Video),309
(2023),0
(2002),2274
(2018–2019),737
(1978–1981),498
(2019–2020),126
(2013),331
(2013–2014),77
(1985– ),216
(2002–2003),1385
(1995– ),169
(1991– ),141
(1985– ),322
(2013),794
(1989),417
(2012),426
(2015– ),636
(2023– ),241
(1992 Video),315
(2013),1109
(2011– ),138
(2018),731
(2001),1156
(2015),442
(2013),666
(2005–2006),352
(2020),1222
(1982–1983),835
(1974),987
(1995),655
(1994–1995),1720
(2002– ),672
(2020),446
(2010),340
(2001–2002),57
(1999),170
(2018),1017
(2015),286
(2015),1836
(2013),604
,0
(1985),97
(2015),981
